"Date Time, GMT-05:00","Temp, °C","Lluvia, mm","Total acumulativo: Lluvia, mm","Coupler Detached","Coupler Attached","Host Connected","End Of File"
2024/12/23 11:11:29,12.690,,,,,,
2024/12/23 11:16:29,12.883,,,,,,
2024/12/23 11:21:29,12.690,,,,,,
2024/12/23 11:26:29,12.883,,,,,,
2024/12/23 11:31:29,12.980,,,,,,
2024/12/23 11:36:29,12.690,,,,,,
2024/12/23 11:41:29,12.497,,,,,,
2024/12/23 11:46:29,12.594,,,,,,
2024/12/23 11:51:29,12.594,,,,,,
2024/12/23 11:56:29,12.401,,,,,,
2024/12/23 12:01:29,12.883,,,,,,
2024/12/23 12:06:29,13.173,,,,,,
2024/12/23 12:11:29,12.594,,,,,,
2024/12/23 12:16:29,12.594,,,,,,
2024/12/23 12:21:29,12.883,,,,,,
2024/12/23 12:26:29,12.497,,,,,,
2024/12/23 12:31:29,12.594,,,,,,
2024/12/23 12:36:29,12.401,,,,,,
2024/12/23 12:41:29,12.594,,,,,,
2024/12/23 12:46:29,12.497,,,,,,
2024/12/23 12:51:29,12.401,,,,,,
2024/12/23 12:56:29,12.980,,,,,,
2024/12/23 13:01:29,13.365,,,,,,
2024/12/23 13:06:29,13.461,,,,,,
2024/12/23 13:11:29,12.883,,,,,,
2024/12/23 13:16:29,12.594,,,,,,
2024/12/23 13:21:29,12.304,,,,,,
2024/12/23 13:26:29,12.497,,,,,,
2024/12/23 13:31:29,13.076,,,,,,
2024/12/23 13:36:29,12.980,,,,,,
2024/12/23 13:41:29,12.787,,,,,,
2024/12/23 13:46:29,13.076,,,,,,
2024/12/23 13:51:29,12.883,,,,,,
2024/12/23 13:56:29,13.173,,,,,,
2024/12/23 14:01:29,13.461,,,,,,
2024/12/23 14:06:29,12.594,,,,,,
2024/12/23 14:11:29,13.269,,,,,,
2024/12/23 14:16:29,12.207,,,,,,
2024/12/23 14:21:29,12.013,,,,,,
2024/12/23 14:26:29,11.722,,,,,,
2024/12/23 14:31:29,11.625,,,,,,
2024/12/23 14:36:29,11.431,,,,,,
2024/12/23 14:41:29,11.041,,,,,,
2024/12/23 14:46:29,11.625,,,,,,
2024/12/23 14:51:29,11.722,,,,,,
2024/12/23 14:56:29,11.722,,,,,,
2024/12/23 15:01:29,11.625,,,,,,
2024/12/23 15:06:29,12.110,,,,,,
2024/12/23 15:11:29,12.110,,,,,,
2024/12/23 15:16:29,11.334,,,,,,
2024/12/23 15:21:29,11.334,,,,,,
2024/12/23 15:26:29,11.236,,,,,,
2024/12/23 15:31:29,11.334,,,,,,
2024/12/23 15:36:29,11.139,,,,,,
2024/12/23 15:41:29,11.819,,,,,,
2024/12/23 15:46:29,11.625,,,,,,
2024/12/23 15:51:29,11.431,,,,,,
2024/12/23 15:56:29,10.748,,,,,,
2024/12/23 16:01:29,11.041,,,,,,
2024/12/23 16:06:29,11.139,,,,,,
2024/12/23 16:11:29,10.455,,,,,,
2024/12/23 16:16:29,9.965,,,,,,
2024/12/23 16:21:29,9.768,,,,,,
2024/12/23 16:26:29,9.768,,,,,,
2024/12/23 16:31:29,9.768,,,,,,
2024/12/23 16:36:29,9.176,,,,,,
2024/12/23 16:41:29,8.978,,,,,,
2024/12/23 16:46:29,8.779,,,,,,
2024/12/23 16:51:29,8.680,,,,,,
2024/12/23 16:56:29,8.779,,,,,,
2024/12/23 17:01:29,8.879,,,,,,
2024/12/23 17:06:29,8.581,,,,,,
2024/12/23 17:11:29,8.082,,,,,,
2024/12/23 17:16:29,7.682,,,,,,
2024/12/23 17:21:29,7.381,,,,,,
2024/12/23 17:26:29,6.775,,,,,,
2024/12/23 17:31:29,6.573,,,,,,
2024/12/23 17:36:29,5.860,,,,,,
2024/12/23 17:41:29,5.141,,,,,,
2024/12/23 17:46:29,5.141,,,,,,
2024/12/23 17:51:29,4.727,,,,,,
2024/12/23 17:56:29,4.623,,,,,,
2024/12/23 18:01:29,4.727,,,,,,
2024/12/23 18:06:29,4.623,,,,,,
2024/12/23 18:11:29,4.415,,,,,,
2024/12/23 18:16:29,4.519,,,,,,
2024/12/23 18:21:29,4.207,,,,,,
2024/12/23 18:26:29,3.893,,,,,,
2024/12/23 18:31:29,3.788,,,,,,
2024/12/23 18:36:29,3.578,,,,,,
2024/12/23 18:41:29,3.472,,,,,,
2024/12/23 18:46:29,3.788,,,,,,
2024/12/23 18:51:29,3.472,,,,,,
2024/12/23 18:56:29,2.730,,,,,,
2024/12/23 19:01:29,2.517,,,,,,
2024/12/23 19:06:29,2.624,,,,,,
2024/12/23 19:11:29,2.943,,,,,,
2024/12/23 19:16:29,3.578,,,,,,
2024/12/23 19:21:29,3.683,,,,,,
2024/12/23 19:26:29,3.367,,,,,,
2024/12/23 19:31:29,3.261,,,,,,
2024/12/23 19:36:29,3.683,,,,,,
2024/12/23 19:41:29,3.998,,,,,,
2024/12/23 19:46:29,4.311,,,,,,
2024/12/23 19:51:29,4.207,,,,,,
2024/12/23 19:56:29,4.415,,,,,,
2024/12/23 20:01:29,4.727,,,,,,
2024/12/23 20:06:29,4.519,,,,,,
2024/12/23 20:11:29,4.831,,,,,,
2024/12/23 20:16:29,4.519,,,,,,
2024/12/23 20:21:29,3.998,,,,,,
2024/12/23 20:26:29,3.893,,,,,,
2024/12/23 20:31:29,4.102,,,,,,
2024/12/23 20:36:29,4.415,,,,,,
2024/12/23 20:41:29,4.727,,,,,,
2024/12/23 20:46:29,4.934,,,,,,
2024/12/23 20:51:29,4.934,,,,,,
2024/12/23 20:56:29,5.141,,,,,,
2024/12/23 21:01:29,5.244,,,,,,
2024/12/23 21:06:29,5.141,,,,,,
2024/12/23 21:11:29,5.037,,,,,,
2024/12/23 21:16:29,5.244,,,,,,
2024/12/23 21:21:29,5.347,,,,,,
2024/12/23 21:26:29,5.347,,,,,,
2024/12/23 21:31:29,5.141,,,,,,
2024/12/23 21:36:29,5.037,,,,,,
2024/12/23 21:41:29,5.037,,,,,,
2024/12/23 21:46:29,5.037,,,,,,
2024/12/23 21:51:29,5.141,,,,,,
2024/12/23 21:56:29,5.141,,,,,,
2024/12/23 22:01:29,5.141,,,,,,
2024/12/23 22:06:29,5.141,,,,,,
2024/12/23 22:11:29,5.141,,,,,,
2024/12/23 22:16:29,5.141,,,,,,
2024/12/23 22:21:29,5.141,,,,,,
2024/12/23 22:26:29,5.141,,,,,,
2024/12/23 22:31:29,5.141,,,,,,
2024/12/23 22:36:29,5.244,,,,,,
2024/12/23 22:41:29,5.244,,,,,,
2024/12/23 22:46:29,5.141,,,,,,
2024/12/23 22:51:29,5.244,,,,,,
2024/12/23 22:56:29,5.141,,,,,,
2024/12/23 23:01:29,5.037,,,,,,
2024/12/23 23:06:29,5.037,,,,,,
2024/12/23 23:11:29,4.934,,,,,,
2024/12/23 23:16:29,5.037,,,,,,
2024/12/23 23:21:29,4.934,,,,,,
2024/12/23 23:26:29,5.037,,,,,,
2024/12/23 23:31:29,5.037,,,,,,
2024/12/23 23:36:29,5.037,,,,,,
2024/12/23 23:41:29,4.831,,,,,,
2024/12/23 23:46:29,5.037,,,,,,
2024/12/23 23:51:29,5.037,,,,,,
2024/12/23 23:56:29,5.037,,,,,,
2024/12/24 00:00:00,,,0.0,,,,
2024/12/24 00:01:29,5.037,,,,,,
2024/12/24 00:06:29,4.934,,,,,,
2024/12/24 00:11:29,5.037,,,,,,
2024/12/24 00:16:29,4.934,,,,,,
2024/12/24 00:21:29,4.727,,,,,,
2024/12/24 00:26:29,4.727,,,,,,
2024/12/24 00:31:29,4.831,,,,,,
2024/12/24 00:36:29,4.934,,,,,,
2024/12/24 00:41:29,4.934,,,,,,
2024/12/24 00:46:29,4.727,,,,,,
2024/12/24 00:51:29,4.623,,,,,,
2024/12/24 00:56:29,4.623,,,,,,
2024/12/24 01:01:29,4.623,,,,,,
2024/12/24 01:06:29,4.727,,,,,,
2024/12/24 01:11:29,4.519,,,,,,
2024/12/24 01:16:29,4.623,,,,,,
2024/12/24 01:21:29,4.519,,,,,,
2024/12/24 01:26:29,4.415,,,,,,
2024/12/24 01:31:29,4.415,,,,,,
2024/12/24 01:36:29,4.415,,,,,,
2024/12/24 01:41:29,4.415,,,,,,
2024/12/24 01:46:29,4.519,,,,,,
2024/12/24 01:51:29,4.519,,,,,,
2024/12/24 01:56:29,4.519,,,,,,
2024/12/24 02:01:29,4.519,,,,,,
2024/12/24 02:06:29,4.415,,,,,,
2024/12/24 02:11:29,4.415,,,,,,
2024/12/24 02:16:29,4.415,,,,,,
2024/12/24 02:21:29,4.415,,,,,,
2024/12/24 02:26:29,4.311,,,,,,
2024/12/24 02:31:29,4.415,,,,,,
2024/12/24 02:36:29,4.311,,,,,,
2024/12/24 02:41:29,4.415,,,,,,
2024/12/24 02:46:29,4.207,,,,,,
2024/12/24 02:51:29,4.207,,,,,,
2024/12/24 02:56:29,4.207,,,,,,
2024/12/24 03:01:29,4.102,,,,,,
2024/12/24 03:06:29,3.998,,,,,,
2024/12/24 03:11:29,3.893,,,,,,
2024/12/24 03:16:29,3.998,,,,,,
2024/12/24 03:21:29,4.102,,,,,,
2024/12/24 03:26:29,4.207,,,,,,
2024/12/24 03:31:29,4.102,,,,,,
2024/12/24 03:36:29,4.207,,,,,,
2024/12/24 03:41:29,4.102,,,,,,
2024/12/24 03:46:29,3.998,,,,,,
2024/12/24 03:51:29,3.893,,,,,,
2024/12/24 03:56:29,3.998,,,,,,
2024/12/24 04:01:29,3.893,,,,,,
2024/12/24 04:06:29,3.893,,,,,,
2024/12/24 04:11:29,3.998,,,,,,
2024/12/24 04:16:29,4.207,,,,,,
2024/12/24 04:21:29,3.998,,,,,,
2024/12/24 04:26:29,4.102,,,,,,
2024/12/24 04:31:29,4.102,,,,,,
2024/12/24 04:36:29,3.998,,,,,,
2024/12/24 04:41:29,3.998,,,,,,
2024/12/24 04:46:29,4.102,,,,,,
2024/12/24 04:51:29,4.102,,,,,,
2024/12/24 04:56:29,3.998,,,,,,
2024/12/24 05:01:29,3.893,,,,,,
2024/12/24 05:06:29,3.788,,,,,,
2024/12/24 05:11:29,3.683,,,,,,
2024/12/24 05:16:29,3.788,,,,,,
2024/12/24 05:21:29,3.893,,,,,,
2024/12/24 05:26:29,3.893,,,,,,
2024/12/24 05:31:29,3.998,,,,,,
2024/12/24 05:36:29,4.102,,,,,,
2024/12/24 05:41:29,3.998,,,,,,
2024/12/24 05:46:29,3.998,,,,,,
2024/12/24 05:51:29,3.998,,,,,,
2024/12/24 05:56:29,3.998,,,,,,
2024/12/24 06:01:29,4.311,,,,,,
2024/12/24 06:06:29,4.519,,,,,,
2024/12/24 06:11:29,4.623,,,,,,
2024/12/24 06:16:29,4.831,,,,,,
2024/12/24 06:21:29,5.037,,,,,,
2024/12/24 06:26:29,5.141,,,,,,
2024/12/24 06:31:29,5.347,,,,,,
2024/12/24 06:36:29,5.450,,,,,,
2024/12/24 06:41:29,5.655,,,,,,
2024/12/24 06:46:29,5.757,,,,,,
2024/12/24 06:51:29,5.962,,,,,,
2024/12/24 06:56:29,6.166,,,,,,
2024/12/24 07:01:29,6.370,,,,,,
2024/12/24 07:06:29,6.370,,,,,,
2024/12/24 07:11:29,6.573,,,,,,
2024/12/24 07:16:29,6.775,,,,,,
2024/12/24 07:21:29,7.179,,,,,,
2024/12/24 07:26:29,7.179,,,,,,
2024/12/24 07:31:29,7.381,,,,,,
2024/12/24 07:36:29,7.682,,,,,,
2024/12/24 07:41:29,7.782,,,,,,
2024/12/24 07:46:29,7.882,,,,,,
2024/12/24 07:51:29,7.782,,,,,,
2024/12/24 07:56:29,7.983,,,,,,
2024/12/24 08:01:29,8.082,,,,,,
2024/12/24 08:06:29,8.481,,,,,,
2024/12/24 08:11:29,8.581,,,,,,
2024/12/24 08:16:29,8.879,,,,,,
2024/12/24 08:21:29,8.680,,,,,,
2024/12/24 08:26:29,8.680,,,,,,
2024/12/24 08:31:29,9.077,,,,,,
2024/12/24 08:36:29,8.978,,,,,,
2024/12/24 08:41:29,9.275,,,,,,
2024/12/24 08:46:29,9.176,,,,,,
2024/12/24 08:51:29,9.176,,,,,,
2024/12/24 08:56:29,9.472,,,,,,
2024/12/24 09:01:29,9.669,,,,,,
2024/12/24 09:06:29,9.669,,,,,,
2024/12/24 09:11:29,10.063,,,,,,
2024/12/24 09:16:29,10.259,,,,,,
2024/12/24 09:21:29,9.965,,,,,,
2024/12/24 09:26:29,10.161,,,,,,
2024/12/24 09:31:29,10.357,,,,,,
2024/12/24 09:36:29,10.553,,,,,,
2024/12/24 09:41:29,10.455,,,,,,
2024/12/24 09:46:29,10.651,,,,,,
2024/12/24 09:51:29,10.455,,,,,,
2024/12/24 09:56:29,10.357,,,,,,
2024/12/24 10:01:29,10.651,,,,,,
2024/12/24 10:06:29,10.553,,,,,,
2024/12/24 10:11:29,10.944,,,,,,
2024/12/24 10:16:29,10.944,,,,,,
2024/12/24 10:21:29,11.041,,,,,,
2024/12/24 10:26:29,11.528,,,,,,
2024/12/24 10:31:29,11.041,,,,,,
2024/12/24 10:36:29,11.236,,,,,,
2024/12/24 10:41:29,11.916,,,,,,
2024/12/24 10:46:29,11.528,,,,,,
2024/12/24 10:51:29,10.944,,,,,,
2024/12/24 10:56:29,11.334,,,,,,
2024/12/24 11:01:29,11.528,,,,,,
2024/12/24 11:06:29,11.041,,,,,,
2024/12/24 11:11:29,11.722,,,,,,
2024/12/24 11:16:29,11.722,,,,,,
2024/12/24 11:21:29,11.722,,,,,,
2024/12/24 11:26:29,11.916,,,,,,
2024/12/24 11:31:29,11.916,,,,,,
2024/12/24 11:36:29,11.722,,,,,,
2024/12/24 11:41:29,11.625,,,,,,
2024/12/24 11:46:29,11.625,,,,,,
2024/12/24 11:51:29,12.594,,,,,,
2024/12/24 11:56:29,12.207,,,,,,
2024/12/24 12:01:29,12.013,,,,,,
2024/12/24 12:06:29,11.916,,,,,,
2024/12/24 12:11:29,12.110,,,,,,
2024/12/24 12:16:29,12.787,,,,,,
2024/12/24 12:21:29,11.916,,,,,,
2024/12/24 12:26:29,11.528,,,,,,
2024/12/24 12:31:29,11.625,,,,,,
2024/12/24 12:36:29,12.207,,,,,,
2024/12/24 12:41:29,11.916,,,,,,
2024/12/24 12:46:29,11.528,,,,,,
2024/12/24 12:51:29,12.207,,,,,,
2024/12/24 12:56:29,12.304,,,,,,
2024/12/24 13:01:29,12.013,,,,,,
2024/12/24 13:06:29,12.110,,,,,,
2024/12/24 13:11:29,11.819,,,,,,
2024/12/24 13:16:29,11.334,,,,,,
2024/12/24 13:21:29,11.722,,,,,,
2024/12/24 13:26:29,11.431,,,,,,
2024/12/24 13:31:29,11.625,,,,,,
2024/12/24 13:36:29,11.819,,,,,,
2024/12/24 13:41:29,11.819,,,,,,
2024/12/24 13:46:29,11.431,,,,,,
2024/12/24 13:51:29,11.431,,,,,,
2024/12/24 13:56:29,11.334,,,,,,
2024/12/24 14:01:29,11.041,,,,,,
2024/12/24 14:06:29,11.625,,,,,,
2024/12/24 14:11:29,11.916,,,,,,
2024/12/24 14:16:29,11.431,,,,,,
2024/12/24 14:21:29,10.944,,,,,,
2024/12/24 14:26:29,10.553,,,,,,
2024/12/24 14:31:29,10.748,,,,,,
2024/12/24 14:36:29,10.651,,,,,,
2024/12/24 14:41:29,11.041,,,,,,
2024/12/24 14:46:29,11.041,,,,,,
2024/12/24 14:51:29,10.944,,,,,,
2024/12/24 14:56:29,11.528,,,,,,
2024/12/24 15:01:29,11.625,,,,,,
2024/12/24 15:06:29,11.916,,,,,,
2024/12/24 15:11:29,11.431,,,,,,
2024/12/24 15:16:29,11.431,,,,,,
2024/12/24 15:21:29,11.041,,,,,,
2024/12/24 15:26:29,10.944,,,,,,
2024/12/24 15:31:29,11.334,,,,,,
2024/12/24 15:36:29,12.013,,,,,,
2024/12/24 15:41:29,11.528,,,,,,
2024/12/24 15:46:29,11.819,,,,,,
2024/12/24 15:51:29,11.722,,,,,,
2024/12/24 15:56:29,11.334,,,,,,
2024/12/24 16:01:29,10.846,,,,,,
2024/12/24 16:06:29,10.748,,,,,,
2024/12/24 16:11:29,10.063,,,,,,
2024/12/24 16:16:29,10.553,,,,,,
2024/12/24 16:21:29,10.161,,,,,,
2024/12/24 16:26:29,10.259,,,,,,
2024/12/24 16:31:29,9.472,,,,,,
2024/12/24 16:36:29,9.965,,,,,,
2024/12/24 16:41:29,9.866,,,,,,
2024/12/24 16:46:29,9.373,,,,,,
2024/12/24 16:51:29,9.571,,,,,,
2024/12/24 16:56:29,9.571,,,,,,
2024/12/24 17:01:29,9.571,,,,,,
2024/12/24 17:06:29,9.373,,,,,,
2024/12/24 17:11:29,8.879,,,,,,
2024/12/24 17:16:29,8.581,,,,,,
2024/12/24 17:21:29,8.382,,,,,,
2024/12/24 17:26:29,8.082,,,,,,
2024/12/24 17:31:29,7.882,,,,,,
2024/12/24 17:36:29,7.582,,,,,,
2024/12/24 17:41:29,6.674,,,,,,
2024/12/24 17:46:29,6.268,,,,,,
2024/12/24 17:51:29,5.962,,,,,,
2024/12/24 17:56:29,5.655,,,,,,
2024/12/24 18:01:29,5.552,,,,,,
2024/12/24 18:06:29,5.450,,,,,,
2024/12/24 18:11:29,5.244,,,,,,
2024/12/24 18:16:29,5.141,,,,,,
2024/12/24 18:21:29,5.037,,,,,,
2024/12/24 18:26:29,4.934,,,,,,
2024/12/24 18:31:29,4.934,,,,,,
2024/12/24 18:36:29,4.934,,,,,,
2024/12/24 18:41:29,4.831,,,,,,
2024/12/24 18:46:29,4.831,,,,,,
2024/12/24 18:51:29,4.831,,,,,,
2024/12/24 18:56:29,4.623,,,,,,
2024/12/24 19:01:29,4.727,,,,,,
2024/12/24 19:06:29,4.623,,,,,,
2024/12/24 19:11:29,4.311,,,,,,
2024/12/24 19:16:29,4.415,,,,,,
2024/12/24 19:21:29,4.519,,,,,,
2024/12/24 19:26:29,4.623,,,,,,
2024/12/24 19:31:29,4.415,,,,,,
2024/12/24 19:36:29,4.415,,,,,,
2024/12/24 19:41:29,4.415,,,,,,
2024/12/24 19:46:29,4.311,,,,,,
2024/12/24 19:51:29,4.311,,,,,,
2024/12/24 19:56:29,4.311,,,,,,
2024/12/24 20:01:29,4.311,,,,,,
2024/12/24 20:06:29,4.519,,,,,,
2024/12/24 20:11:29,4.519,,,,,,
2024/12/24 20:16:29,4.519,,,,,,
2024/12/24 20:21:29,4.519,,,,,,
2024/12/24 20:26:29,4.415,,,,,,
2024/12/24 20:31:29,4.415,,,,,,
2024/12/24 20:36:29,4.415,,,,,,
2024/12/24 20:41:29,4.415,,,,,,
2024/12/24 20:46:29,4.415,,,,,,
2024/12/24 20:51:29,4.415,,,,,,
2024/12/24 20:56:29,4.311,,,,,,
2024/12/24 21:01:29,4.207,,,,,,
2024/12/24 21:06:29,4.311,,,,,,
2024/12/24 21:11:29,4.207,,,,,,
2024/12/24 21:16:29,4.311,,,,,,
2024/12/24 21:21:29,4.311,,,,,,
2024/12/24 21:26:29,4.311,,,,,,
2024/12/24 21:31:29,4.311,,,,,,
2024/12/24 21:36:29,4.311,,,,,,
2024/12/24 21:41:29,4.311,,,,,,
2024/12/24 21:46:29,4.311,,,,,,
2024/12/24 21:51:29,4.207,,,,,,
2024/12/24 21:56:29,4.207,,,,,,
2024/12/24 22:01:29,4.207,,,,,,
2024/12/24 22:06:29,4.311,,,,,,
2024/12/24 22:11:29,4.207,,,,,,
2024/12/24 22:16:29,4.207,,,,,,
2024/12/24 22:21:29,4.102,,,,,,
2024/12/24 22:26:29,4.102,,,,,,
2024/12/24 22:31:29,4.102,,,,,,
2024/12/24 22:36:29,4.102,,,,,,
2024/12/24 22:41:29,4.102,,,,,,
2024/12/24 22:46:29,3.998,,,,,,
2024/12/24 22:51:29,4.102,,,,,,
2024/12/24 22:56:29,4.102,,,,,,
2024/12/24 23:01:29,3.998,,,,,,
2024/12/24 23:06:29,3.998,,,,,,
2024/12/24 23:11:29,3.998,,,,,,
2024/12/24 23:16:29,4.102,,,,,,
2024/12/24 23:21:29,3.893,,,,,,
2024/12/24 23:26:29,3.893,,,,,,
2024/12/24 23:31:29,3.683,,,,,,
2024/12/24 23:36:29,3.788,,,,,,
2024/12/24 23:41:29,3.893,,,,,,
2024/12/24 23:46:29,3.788,,,,,,
2024/12/24 23:51:29,3.683,,,,,,
2024/12/24 23:56:29,3.788,,,,,,
2024/12/25 00:00:00,,,0.0,,,,
2024/12/25 00:01:29,3.683,,,,,,
2024/12/25 00:06:29,3.472,,,,,,
2024/12/25 00:11:29,3.367,,,,,,
2024/12/25 00:16:29,3.472,,,,,,
2024/12/25 00:21:29,3.367,,,,,,
2024/12/25 00:26:29,3.367,,,,,,
2024/12/25 00:31:29,3.472,,,,,,
2024/12/25 00:36:29,3.472,,,,,,
2024/12/25 00:41:29,3.472,,,,,,
2024/12/25 00:46:29,3.367,,,,,,
2024/12/25 00:51:29,3.261,,,,,,
2024/12/25 00:56:29,3.155,,,,,,
2024/12/25 01:01:29,3.155,,,,,,
2024/12/25 01:06:29,3.049,,,,,,
2024/12/25 01:11:29,3.049,,,,,,
2024/12/25 01:16:29,3.155,,,,,,
2024/12/25 01:21:29,2.943,,,,,,
2024/12/25 01:26:29,3.155,,,,,,
2024/12/25 01:31:29,3.261,,,,,,
2024/12/25 01:36:29,3.261,,,,,,
2024/12/25 01:41:29,3.367,,,,,,
2024/12/25 01:46:29,3.155,,,,,,
2024/12/25 01:51:29,3.261,,,,,,
2024/12/25 01:56:29,3.155,,,,,,
2024/12/25 02:01:29,3.261,,,,,,
2024/12/25 02:06:29,3.155,,,,,,
2024/12/25 02:11:29,3.155,,,,,,
2024/12/25 02:16:29,3.261,,,,,,
2024/12/25 02:21:29,3.155,,,,,,
2024/12/25 02:26:29,3.049,,,,,,
2024/12/25 02:31:29,3.155,,,,,,
2024/12/25 02:36:29,3.155,,,,,,
2024/12/25 02:41:29,3.261,,,,,,
2024/12/25 02:46:29,3.261,,,,,,
2024/12/25 02:51:29,3.155,,,,,,
2024/12/25 02:56:29,3.049,,,,,,
2024/12/25 03:01:29,2.943,,,,,,
2024/12/25 03:06:29,2.837,,,,,,
2024/12/25 03:11:29,2.837,,,,,,
2024/12/25 03:16:29,2.837,,,,,,
2024/12/25 03:21:29,3.155,,,,,,
2024/12/25 03:26:29,3.049,,,,,,
2024/12/25 03:31:29,2.943,,,,,,
2024/12/25 03:36:29,3.049,,,,,,
2024/12/25 03:41:29,2.943,,,,,,
2024/12/25 03:46:29,3.049,,,,,,
2024/12/25 03:51:29,3.261,,,,,,
2024/12/25 03:56:29,3.367,,,,,,
2024/12/25 04:01:29,3.261,,,,,,
2024/12/25 04:06:29,3.049,,,,,,
2024/12/25 04:11:29,3.155,,,,,,
2024/12/25 04:16:29,3.261,,,,,,
2024/12/25 04:21:29,3.155,,,,,,
2024/12/25 04:26:29,3.261,,,,,,
2024/12/25 04:31:29,2.943,,,,,,
2024/12/25 04:36:29,2.943,,,,,,
2024/12/25 04:41:29,2.943,,,,,,
2024/12/25 04:46:29,2.837,,,,,,
2024/12/25 04:51:29,3.155,,,,,,
2024/12/25 04:56:29,3.155,,,,,,
2024/12/25 05:01:29,3.049,,,,,,
2024/12/25 05:06:29,3.049,,,,,,
2024/12/25 05:11:29,3.155,,,,,,
2024/12/25 05:16:29,2.943,,,,,,
2024/12/25 05:21:29,2.624,,,,,,
2024/12/25 05:26:29,2.624,,,,,,
2024/12/25 05:31:29,2.730,,,,,,
2024/12/25 05:36:29,2.943,,,,,,
2024/12/25 05:41:29,2.943,,,,,,
2024/12/25 05:46:29,2.837,,,,,,
2024/12/25 05:51:29,2.837,,,,,,
2024/12/25 05:56:29,3.155,,,,,,
2024/12/25 06:01:29,3.578,,,,,,
2024/12/25 06:06:29,3.998,,,,,,
2024/12/25 06:11:29,4.415,,,,,,
2024/12/25 06:16:29,4.727,,,,,,
2024/12/25 06:21:29,4.934,,,,,,
2024/12/25 06:26:29,5.141,,,,,,
2024/12/25 06:31:29,5.347,,,,,,
2024/12/25 06:36:29,5.552,,,,,,
2024/12/25 06:41:29,5.757,,,,,,
2024/12/25 06:46:29,5.962,,,,,,
2024/12/25 06:51:29,5.962,,,,,,
2024/12/25 06:56:29,6.268,,,,,,
2024/12/25 07:01:29,6.775,,,,,,
2024/12/25 07:06:29,6.775,,,,,,
2024/12/25 07:11:29,7.079,,,,,,
2024/12/25 07:16:29,7.179,,,,,,
2024/12/25 07:21:29,7.280,,,,,,
2024/12/25 07:26:29,7.381,,,,,,
2024/12/25 07:31:29,7.582,,,,,,
2024/12/25 07:36:29,7.983,,,,,,
2024/12/25 07:41:29,7.983,,,,,,
2024/12/25 07:46:29,8.282,,,,,,
2024/12/25 07:51:29,8.481,,,,,,
2024/12/25 07:56:29,8.382,,,,,,
2024/12/25 08:01:29,8.382,,,,,,
2024/12/25 08:06:29,8.581,,,,,,
2024/12/25 08:11:29,8.481,,,,,,
2024/12/25 08:16:29,8.282,,,,,,
2024/12/25 08:21:29,8.481,,,,,,
2024/12/25 08:26:29,8.581,,,,,,
2024/12/25 08:31:29,8.481,,,,,,
2024/12/25 08:36:29,8.680,,,,,,
2024/12/25 08:41:29,9.077,,,,,,
2024/12/25 08:46:29,9.077,,,,,,
2024/12/25 08:51:29,9.077,,,,,,
2024/12/25 08:56:29,9.373,,,,,,
2024/12/25 09:01:29,9.669,,,,,,
2024/12/25 09:06:29,9.669,,,,,,
2024/12/25 09:11:29,9.965,,,,,,
2024/12/25 09:16:29,9.866,,,,,,
2024/12/25 09:21:29,10.063,,,,,,
2024/12/25 09:26:29,10.455,,,,,,
2024/12/25 09:31:29,10.651,,,,,,
2024/12/25 09:36:29,10.455,,,,,,
2024/12/25 09:41:29,10.651,,,,,,
2024/12/25 09:46:29,11.139,,,,,,
2024/12/25 09:51:29,11.431,,,,,,
2024/12/25 09:56:29,11.431,,,,,,
2024/12/25 10:01:29,11.819,,,,,,
2024/12/25 10:06:29,11.722,,,,,,
2024/12/25 10:11:29,11.819,,,,,,
2024/12/25 10:16:29,12.013,,,,,,
2024/12/25 10:21:29,12.207,,,,,,
2024/12/25 10:26:29,12.110,,,,,,
2024/12/25 10:31:29,12.401,,,,,,
2024/12/25 10:36:29,12.787,,,,,,
2024/12/25 10:41:29,12.401,,,,,,
2024/12/25 10:46:29,12.497,,,,,,
2024/12/25 10:51:29,12.497,,,,,,
2024/12/25 10:56:29,12.207,,,,,,
2024/12/25 11:01:29,12.497,,,,,,
2024/12/25 11:06:29,12.401,,,,,,
2024/12/25 11:11:29,12.497,,,,,,
2024/12/25 11:16:29,12.207,,,,,,
2024/12/25 11:21:29,12.594,,,,,,
2024/12/25 11:26:29,12.497,,,,,,
2024/12/25 11:31:29,12.304,,,,,,
2024/12/25 11:36:29,12.497,,,,,,
2024/12/25 11:41:29,12.304,,,,,,
2024/12/25 11:46:29,12.110,,,,,,
2024/12/25 11:51:29,11.916,,,,,,
2024/12/25 11:56:29,12.304,,,,,,
2024/12/25 12:01:29,12.207,,,,,,
2024/12/25 12:06:29,12.207,,,,,,
2024/12/25 12:11:29,12.110,,,,,,
2024/12/25 12:16:29,12.207,,,,,,
2024/12/25 12:21:29,11.916,,,,,,
2024/12/25 12:26:29,12.304,,,,,,
2024/12/25 12:31:29,12.013,,,,,,
2024/12/25 12:36:29,11.819,,,,,,
2024/12/25 12:41:29,12.110,,,,,,
2024/12/25 12:46:29,12.497,,,,,,
2024/12/25 12:51:29,12.980,,,,,,
2024/12/25 12:56:29,12.883,,,,,,
2024/12/25 13:01:29,12.304,,,,,,
2024/12/25 13:06:29,12.690,,,,,,
2024/12/25 13:11:29,12.980,,,,,,
2024/12/25 13:16:29,13.173,,,,,,
2024/12/25 13:21:29,12.690,,,,,,
