"Título de trazado: P02"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 22003743, SEN S/N: 22003743)","Lluvia, mm (LGR S/N: 22003743, SEN S/N: 22003743)","Total acumulativo: Lluvia, mm (LGR S/N: 22003743)","Host conectado (LGR S/N: 22003743)","Acoplador separado (LGR S/N: 22003743)","Batería mala (LGR S/N: 22003743)","Acoplador adjunto (LGR S/N: 22003743)","Final de archivo (LGR S/N: 22003743)"
1798,08/27/25 06:03:30 PM,1.330,,,,,,,
1799,08/27/25 06:08:30 PM,1.221,,,,,,,
1800,08/27/25 06:13:30 PM,1.112,,,,,,,
1801,08/27/25 06:18:30 PM,1.003,,,,,,,
1802,08/27/25 06:23:30 PM,0.893,,,,,,,
1803,08/27/25 06:28:30 PM,0.893,,,,,,,
1804,08/27/25 06:33:30 PM,0.893,,,,,,,
1805,08/27/25 06:38:30 PM,0.674,,,,,,,
1806,08/27/25 06:43:30 PM,0.674,,,,,,,
1807,08/27/25 06:48:30 PM,0.674,,,,,,,
1808,08/27/25 06:53:30 PM,0.453,,,,,,,
1809,08/27/25 06:58:30 PM,0.453,,,,,,,
1810,08/27/25 07:03:30 PM,0.232,,,,,,,
1811,08/27/25 07:08:30 PM,0.010,,,,,,,
1812,08/27/25 07:13:30 PM,-0.102,,,,,,,
1813,08/27/25 07:18:30 PM,-0.102,,,,,,,
1814,08/27/25 07:23:30 PM,0.010,,,,,,,
1815,08/27/25 07:28:30 PM,0.121,,,,,,,
1816,08/27/25 07:33:30 PM,0.010,,,,,,,
1817,08/27/25 07:38:30 PM,-0.102,,,,,,,
1818,08/27/25 07:43:30 PM,-0.213,,,,,,,
1819,08/27/25 07:48:30 PM,-0.437,,,,,,,
1820,08/27/25 07:53:30 PM,-0.774,,,,,,,
1821,08/27/25 07:58:30 PM,-0.774,,,,,,,
1822,08/27/25 08:03:30 PM,-0.549,,,,,,,
1823,08/27/25 08:08:30 PM,-0.437,,,,,,,
1824,08/27/25 08:13:30 PM,-0.437,,,,,,,
1825,08/27/25 08:18:30 PM,-0.437,,,,,,,
1826,08/27/25 08:23:30 PM,-0.549,,,,,,,
1827,08/27/25 08:28:30 PM,-0.662,,,,,,,
1828,08/27/25 08:33:30 PM,-0.774,,,,,,,
1829,08/27/25 08:38:30 PM,-1.001,,,,,,,
1830,08/27/25 08:43:30 PM,-1.341,,,,,,,
1831,08/27/25 08:48:30 PM,-1.114,,,,,,,
1832,08/27/25 08:53:30 PM,-1.001,,,,,,,
1833,08/27/25 08:58:30 PM,-1.228,,,,,,,
1834,08/27/25 09:03:30 PM,-1.456,,,,,,,
1835,08/27/25 09:08:30 PM,-1.570,,,,,,,
1836,08/27/25 09:13:30 PM,-1.684,,,,,,,
1837,08/27/25 09:18:30 PM,-1.570,,,,,,,
1838,08/27/25 09:23:30 PM,-1.456,,,,,,,
1839,08/27/25 09:28:30 PM,-1.341,,,,,,,
1840,08/27/25 09:33:30 PM,-1.456,,,,,,,
1841,08/27/25 09:38:30 PM,-1.799,,,,,,,
1842,08/27/25 09:43:30 PM,-2.030,,,,,,,
1843,08/27/25 09:48:30 PM,-2.145,,,,,,,
1844,08/27/25 09:53:30 PM,-2.261,,,,,,,
1845,08/27/25 09:58:30 PM,-2.145,,,,,,,
1846,08/27/25 10:03:30 PM,-2.145,,,,,,,
1847,08/27/25 10:08:30 PM,-2.145,,,,,,,
1848,08/27/25 10:13:30 PM,-2.145,,,,,,,
1849,08/27/25 10:18:30 PM,-2.261,,,,,,,
1850,08/27/25 10:23:30 PM,-2.377,,,,,,,
1851,08/27/25 10:28:30 PM,-2.494,,,,,,,
1852,08/27/25 10:33:30 PM,-2.377,,,,,,,
1853,08/27/25 10:38:30 PM,-2.261,,,,,,,
1854,08/27/25 10:43:30 PM,-2.145,,,,,,,
1855,08/27/25 10:48:30 PM,-2.030,,,,,,,
1856,08/27/25 10:53:30 PM,-2.030,,,,,,,
1857,08/27/25 10:58:30 PM,-2.261,,,,,,,
1858,08/27/25 11:03:30 PM,-2.261,,,,,,,
1859,08/27/25 11:08:30 PM,-2.261,,,,,,,
1860,08/27/25 11:13:30 PM,-2.377,,,,,,,
1861,08/27/25 11:18:30 PM,-2.494,,,,,,,
1862,08/27/25 11:23:30 PM,-2.494,,,,,,,
1863,08/27/25 11:28:30 PM,-2.727,,,,,,,
1864,08/27/25 11:33:30 PM,-3.434,,,,,,,
1865,08/27/25 11:38:30 PM,-3.792,,,,,,,
1866,08/27/25 11:43:30 PM,-4.152,,,,,,,
1867,08/27/25 11:48:30 PM,-4.152,,,,,,,
1868,08/27/25 11:53:30 PM,-4.272,,,,,,,
1869,08/27/25 11:58:30 PM,-4.031,,,,,,,
1870,08/28/25 12:00:00 AM,,,0.0,,,,,
1871,08/28/25 12:03:30 AM,-4.031,,,,,,,
1872,08/28/25 12:08:30 AM,-4.031,,,,,,,
1873,08/28/25 12:13:30 AM,-3.911,,,,,,,
1874,08/28/25 12:18:30 AM,-3.911,,,,,,,
1875,08/28/25 12:23:30 AM,-3.792,,,,,,,
1876,08/28/25 12:28:30 AM,-3.672,,,,,,,
1877,08/28/25 12:33:30 AM,-3.316,,,,,,,
1878,08/28/25 12:38:30 AM,-2.727,,,,,,,
1879,08/28/25 12:43:30 AM,-2.727,,,,,,,
1880,08/28/25 12:48:30 AM,-3.197,,,,,,,
1881,08/28/25 12:53:30 AM,-3.792,,,,,,,
1882,08/28/25 12:58:30 AM,-3.911,,,,,,,
1883,08/28/25 01:03:30 AM,-3.911,,,,,,,
1884,08/28/25 01:08:30 AM,-3.792,,,,,,,
1885,08/28/25 01:13:30 AM,-3.197,,,,,,,
1886,08/28/25 01:18:30 AM,-2.962,,,,,,,
1887,08/28/25 01:23:30 AM,-2.844,,,,,,,
1888,08/28/25 01:28:30 AM,-3.197,,,,,,,
1889,08/28/25 01:33:30 AM,-3.434,,,,,,,
1890,08/28/25 01:38:30 AM,-3.553,,,,,,,
1891,08/28/25 01:43:30 AM,-3.672,,,,,,,
1892,08/28/25 01:48:30 AM,-4.031,,,,,,,
1893,08/28/25 01:53:30 AM,-4.272,,,,,,,
1894,08/28/25 01:58:30 AM,-4.272,,,,,,,
1895,08/28/25 02:03:30 AM,-4.272,,,,,,,
1896,08/28/25 02:08:30 AM,-4.152,,,,,,,
1897,08/28/25 02:13:30 AM,-3.672,,,,,,,
1898,08/28/25 02:18:30 AM,-3.434,,,,,,,
1899,08/28/25 02:23:30 AM,-3.434,,,,,,,
1900,08/28/25 02:28:30 AM,-3.553,,,,,,,
1901,08/28/25 02:33:30 AM,-3.911,,,,,,,
1902,08/28/25 02:38:30 AM,-4.031,,,,,,,
1903,08/28/25 02:43:30 AM,-4.031,,,,,,,
1904,08/28/25 02:48:30 AM,-4.272,,,,,,,
1905,08/28/25 02:53:30 AM,-4.393,,,,,,,
1906,08/28/25 02:58:30 AM,-4.393,,,,,,,
1907,08/28/25 03:03:30 AM,-4.272,,,,,,,
1908,08/28/25 03:08:30 AM,-4.152,,,,,,,
1909,08/28/25 03:13:30 AM,-4.152,,,,,,,
1910,08/28/25 03:18:30 AM,-3.911,,,,,,,
1911,08/28/25 03:23:30 AM,-3.672,,,,,,,
1912,08/28/25 03:28:30 AM,-3.672,,,,,,,
1913,08/28/25 03:33:30 AM,-3.672,,,,,,,
1914,08/28/25 03:38:30 AM,-3.553,,,,,,,
1915,08/28/25 03:43:30 AM,-3.434,,,,,,,
1916,08/28/25 03:48:30 AM,-3.434,,,,,,,
1917,08/28/25 03:53:30 AM,-3.553,,,,,,,
1918,08/28/25 03:58:30 AM,-3.672,,,,,,,
1919,08/28/25 04:03:30 AM,-3.672,,,,,,,
1920,08/28/25 04:08:30 AM,-3.911,,,,,,,
1921,08/28/25 04:13:30 AM,-4.031,,,,,,,
1922,08/28/25 04:18:30 AM,-3.911,,,,,,,
1923,08/28/25 04:23:30 AM,-3.792,,,,,,,
1924,08/28/25 04:28:30 AM,-3.911,,,,,,,
1925,08/28/25 04:33:30 AM,-4.272,,,,,,,
1926,08/28/25 04:38:30 AM,-4.636,,,,,,,
1927,08/28/25 04:43:30 AM,-4.880,,,,,,,
1928,08/28/25 04:48:30 AM,-5.125,,,,,,,
1929,08/28/25 04:53:30 AM,-5.249,,,,,,,
1930,08/28/25 04:58:30 AM,-4.880,,,,,,,
1931,08/28/25 05:03:30 AM,-4.758,,,,,,,
1932,08/28/25 05:08:30 AM,-4.514,,,,,,,
1933,08/28/25 05:13:30 AM,-3.911,,,,,,,
1934,08/28/25 05:18:30 AM,-3.434,,,,,,,
1935,08/28/25 05:23:30 AM,-3.197,,,,,,,
1936,08/28/25 05:28:30 AM,-3.197,,,,,,,
1937,08/28/25 05:33:30 AM,-3.197,,,,,,,
1938,08/28/25 05:38:30 AM,-3.316,,,,,,,
1939,08/28/25 05:43:30 AM,-3.434,,,,,,,
1940,08/28/25 05:48:30 AM,-3.672,,,,,,,
1941,08/28/25 05:53:30 AM,-3.792,,,,,,,
1942,08/28/25 05:58:30 AM,-3.792,,,,,,,
1943,08/28/25 06:03:30 AM,-3.792,,,,,,,
1944,08/28/25 06:08:30 AM,-3.672,,,,,,,
1945,08/28/25 06:13:30 AM,-3.792,,,,,,,
1946,08/28/25 06:18:30 AM,-3.792,,,,,,,
1947,08/28/25 06:23:30 AM,-3.553,,,,,,,
1948,08/28/25 06:28:30 AM,-3.197,,,,,,,
1949,08/28/25 06:33:30 AM,-3.316,,,,,,,
1950,08/28/25 06:38:30 AM,-3.197,,,,,,,
1951,08/28/25 06:43:30 AM,-3.079,,,,,,,
1952,08/28/25 06:48:30 AM,-2.727,,,,,,,
1953,08/28/25 06:53:30 AM,-1.914,,,,,,,
1954,08/28/25 06:58:30 AM,-1.114,,,,,,,
1955,08/28/25 07:03:30 AM,-0.662,,,,,,,
1956,08/28/25 07:08:30 AM,-0.213,,,,,,,
1957,08/28/25 07:13:30 AM,0.121,,,,,,,
1958,08/28/25 07:18:30 AM,0.563,,,,,,,
1959,08/28/25 07:23:30 AM,1.003,,,,,,,
1960,08/28/25 07:28:30 AM,1.439,,,,,,,
1961,08/28/25 07:33:30 AM,1.980,,,,,,,
1962,08/28/25 07:38:30 AM,2.517,,,,,,,
1963,08/28/25 07:43:30 AM,2.837,,,,,,,
1964,08/28/25 07:48:30 AM,2.837,,,,,,,
1965,08/28/25 07:53:30 AM,2.837,,,,,,,
1966,08/28/25 07:58:30 AM,2.837,,,,,,,
1967,08/28/25 08:03:30 AM,2.943,,,,,,,
1968,08/28/25 08:08:30 AM,3.261,,,,,,,
1969,08/28/25 08:13:30 AM,3.578,,,,,,,
1970,08/28/25 08:18:30 AM,3.788,,,,,,,
1971,08/28/25 08:23:30 AM,4.102,,,,,,,
1972,08/28/25 08:28:30 AM,4.519,,,,,,,
1973,08/28/25 08:33:30 AM,4.727,,,,,,,
1974,08/28/25 08:38:30 AM,4.934,,,,,,,
1975,08/28/25 08:43:30 AM,4.934,,,,,,,
1976,08/28/25 08:48:30 AM,5.244,,,,,,,
1977,08/28/25 08:53:30 AM,5.347,,,,,,,
1978,08/28/25 08:58:30 AM,5.244,,,,,,,
1979,08/28/25 09:03:30 AM,5.244,,,,,,,
1980,08/28/25 09:08:30 AM,5.552,,,,,,,
1981,08/28/25 09:13:30 AM,5.552,,,,,,,
1982,08/28/25 09:18:30 AM,5.757,,,,,,,
1983,08/28/25 09:23:30 AM,6.166,,,,,,,
1984,08/28/25 09:28:30 AM,6.775,,,,,,,
1985,08/28/25 09:33:30 AM,7.280,,,,,,,
1986,08/28/25 09:38:30 AM,7.179,,,,,,,
1987,08/28/25 09:43:30 AM,7.079,,,,,,,
1988,08/28/25 09:48:30 AM,7.481,,,,,,,
1989,08/28/25 09:53:30 AM,7.481,,,,,,,
1990,08/28/25 09:58:30 AM,7.582,,,,,,,
1991,08/28/25 10:03:30 AM,7.582,,,,,,,
1992,08/28/25 10:08:30 AM,7.381,,,,,,,
1993,08/28/25 10:13:30 AM,7.682,,,,,,,
1994,08/28/25 10:18:30 AM,7.983,,,,,,,
1995,08/28/25 10:23:30 AM,8.382,,,,,,,
1996,08/28/25 10:28:30 AM,8.382,,,,,,,
1997,08/28/25 10:33:30 AM,8.082,,,,,,,
1998,08/28/25 10:38:30 AM,8.382,,,,,,,
1999,08/28/25 10:43:30 AM,8.680,,,,,,,
2000,08/28/25 10:48:30 AM,9.373,,,,,,,
2001,08/28/25 10:53:30 AM,9.571,,,,,,,
2002,08/28/25 10:58:30 AM,9.275,,,,,,,
2003,08/28/25 11:03:30 AM,9.275,,,,,,,
2004,08/28/25 11:08:30 AM,9.275,,,,,,,
2005,08/28/25 11:13:30 AM,9.373,,,,,,,
2006,08/28/25 11:18:30 AM,9.571,,,,,,,
2007,08/28/25 11:23:30 AM,9.866,,,,,,,
2008,08/28/25 11:28:30 AM,10.357,,,,,,,
2009,08/28/25 11:33:30 AM,10.161,,,,,,,
2010,08/28/25 11:38:30 AM,10.063,,,,,,,
2011,08/28/25 11:43:30 AM,10.357,,,,,,,
2012,08/28/25 11:48:30 AM,10.063,,,,,,,
2013,08/28/25 11:53:30 AM,10.553,,,,,,,
2014,08/28/25 11:58:30 AM,10.748,,,,,,,
2015,08/28/25 12:03:30 PM,10.846,,,,,,,
2016,08/28/25 12:08:30 PM,10.748,,,,,,,
2017,08/28/25 12:13:30 PM,10.553,,,,,,,
2018,08/28/25 12:18:30 PM,10.357,,,,,,,
2019,08/28/25 12:23:30 PM,10.651,,,,,,,
2020,08/28/25 12:28:30 PM,10.748,,,,,,,
2021,08/28/25 12:33:30 PM,10.748,,,,,,,
2022,08/28/25 12:38:30 PM,10.651,,,,,,,
2023,08/28/25 12:43:30 PM,10.944,,,,,,,
2024,08/28/25 12:48:30 PM,10.846,,,,,,,
2025,08/28/25 12:53:30 PM,10.357,,,,,,,
2026,08/28/25 12:58:30 PM,10.259,,,,,,,
2027,08/28/25 01:03:30 PM,10.357,,,,,,,
2028,08/28/25 01:08:30 PM,10.161,,,,,,,
2029,08/28/25 01:13:30 PM,10.259,,,,,,,
2030,08/28/25 01:18:30 PM,10.161,,,,,,,
2031,08/28/25 01:23:30 PM,10.357,,,,,,,
2032,08/28/25 01:28:30 PM,10.455,,,,,,,
2033,08/28/25 01:33:30 PM,9.768,,,,,,,
2034,08/28/25 01:38:30 PM,9.768,,,,,,,
2035,08/28/25 01:43:30 PM,10.259,,,,,,,
2036,08/28/25 01:48:30 PM,10.161,,,,,,,
2037,08/28/25 01:53:30 PM,10.259,,,,,,,
2038,08/28/25 01:58:30 PM,10.357,,,,,,,
2039,08/28/25 02:03:30 PM,10.063,,,,,,,
2040,08/28/25 02:08:30 PM,10.161,,,,,,,
2041,08/28/25 02:13:30 PM,9.965,,,,,,,
2042,08/28/25 02:18:30 PM,9.965,,,,,,,
2043,08/28/25 02:23:30 PM,9.965,,,,,,,
2044,08/28/25 02:28:30 PM,9.866,,,,,,,
2045,08/28/25 02:33:30 PM,9.373,,,,,,,
2046,08/28/25 02:38:30 PM,9.077,,,,,,,
2047,08/28/25 02:43:30 PM,9.077,,,,,,,
2048,08/28/25 02:48:30 PM,8.978,,,,,,,
2049,08/28/25 02:53:30 PM,8.779,,,,,,,
2050,08/28/25 02:58:30 PM,8.978,,,,,,,
2051,08/28/25 03:03:30 PM,9.077,,,,,,,
2052,08/28/25 03:08:30 PM,8.978,,,,,,,
2053,08/28/25 03:13:30 PM,8.879,,,,,,,
2054,08/28/25 03:18:30 PM,8.481,,,,,,,
2055,08/28/25 03:23:30 PM,8.481,,,,,,,
2056,08/28/25 03:28:30 PM,8.481,,,,,,,
2057,08/28/25 03:33:30 PM,8.481,,,,,,,
2058,08/28/25 03:38:30 PM,7.882,,,,,,,
2059,08/28/25 03:43:30 PM,7.983,,,,,,,
2060,08/28/25 03:48:30 PM,7.782,,,,,,,
2061,08/28/25 03:53:30 PM,7.481,,,,,,,
2062,08/28/25 03:58:30 PM,7.079,,,,,,,
2063,08/28/25 04:03:30 PM,7.079,,,,,,,
2064,08/28/25 04:08:30 PM,6.775,,,,,,,
2065,08/28/25 04:13:30 PM,6.674,,,,,,,
2066,08/28/25 04:18:30 PM,6.573,,,,,,,
2067,08/28/25 04:23:30 PM,6.166,,,,,,,
2068,08/28/25 04:28:30 PM,6.166,,,,,,,
2069,08/28/25 04:33:30 PM,5.962,,,,,,,
2070,08/28/25 04:38:30 PM,5.757,,,,,,,
2071,08/28/25 04:43:30 PM,5.244,,,,,,,
2072,08/28/25 04:48:30 PM,5.244,,,,,,,
2073,08/28/25 04:53:30 PM,5.141,,,,,,,
2074,08/28/25 04:58:30 PM,4.831,,,,,,,
2075,08/28/25 05:03:30 PM,4.415,,,,,,,
2076,08/28/25 05:08:30 PM,4.102,,,,,,,
2077,08/28/25 05:13:30 PM,3.998,,,,,,,
2078,08/28/25 05:18:30 PM,3.683,,,,,,,
2079,08/28/25 05:23:30 PM,3.367,,,,,,,
2080,08/28/25 05:28:30 PM,3.049,,,,,,,
2081,08/28/25 05:33:30 PM,2.624,,,,,,,
2082,08/28/25 05:38:30 PM,2.195,,,,,,,
2083,08/28/25 05:43:30 PM,1.872,,,,,,,
2084,08/28/25 05:48:30 PM,1.656,,,,,,,
2085,08/28/25 05:53:30 PM,1.330,,,,,,,
2086,08/28/25 05:58:30 PM,1.221,,,,,,,
2087,08/28/25 06:03:30 PM,1.003,,,,,,,
2088,08/28/25 06:08:30 PM,0.893,,,,,,,
2089,08/28/25 06:13:30 PM,0.893,,,,,,,
2090,08/28/25 06:18:30 PM,0.674,,,,,,,
2091,08/28/25 06:23:30 PM,0.453,,,,,,,
2092,08/28/25 06:28:30 PM,0.343,,,,,,,
2093,08/28/25 06:33:30 PM,0.121,,,,,,,
2094,08/28/25 06:38:30 PM,0.010,,,,,,,
2095,08/28/25 06:43:30 PM,-0.213,,,,,,,
2096,08/28/25 06:48:30 PM,-0.437,,,,,,,
2097,08/28/25 06:53:30 PM,-0.549,,,,,,,
2098,08/28/25 06:58:30 PM,-0.662,,,,,,,
2099,08/28/25 07:03:30 PM,-0.774,,,,,,,
2100,08/28/25 07:08:30 PM,-0.887,,,,,,,
2101,08/28/25 07:13:30 PM,-1.001,,,,,,,
2102,08/28/25 07:18:30 PM,-1.114,,,,,,,
2103,08/28/25 07:23:30 PM,-1.114,,,,,,,
2104,08/28/25 07:28:30 PM,-1.114,,,,,,,
2105,08/28/25 07:33:30 PM,-1.114,,,,,,,
2106,08/28/25 07:38:30 PM,-1.228,,,,,,,
2107,08/28/25 07:43:30 PM,-1.228,,,,,,,
2108,08/28/25 07:48:30 PM,-1.228,,,,,,,
2109,08/28/25 07:53:30 PM,-1.228,,,,,,,
2110,08/28/25 07:58:30 PM,-1.341,,,,,,,
2111,08/28/25 08:03:30 PM,-1.570,,,,,,,
2112,08/28/25 08:08:30 PM,-1.684,,,,,,,
2113,08/28/25 08:13:30 PM,-1.799,,,,,,,
2114,08/28/25 08:18:30 PM,-1.914,,,,,,,
2115,08/28/25 08:23:30 PM,-1.799,,,,,,,
2116,08/28/25 08:28:30 PM,-1.684,,,,,,,
2117,08/28/25 08:33:30 PM,-1.684,,,,,,,
2118,08/28/25 08:38:30 PM,-1.684,,,,,,,
2119,08/28/25 08:43:30 PM,-1.799,,,,,,,
2120,08/28/25 08:48:30 PM,-1.914,,,,,,,
2121,08/28/25 08:53:30 PM,-2.030,,,,,,,
2122,08/28/25 08:58:30 PM,-2.261,,,,,,,
2123,08/28/25 09:03:30 PM,-2.261,,,,,,,
2124,08/28/25 09:08:30 PM,-2.261,,,,,,,
2125,08/28/25 09:13:30 PM,-2.261,,,,,,,
2126,08/28/25 09:18:30 PM,-2.145,,,,,,,
2127,08/28/25 09:23:30 PM,-2.030,,,,,,,
2128,08/28/25 09:28:30 PM,-1.799,,,,,,,
2129,08/28/25 09:33:30 PM,-1.799,,,,,,,
2130,08/28/25 09:38:30 PM,-2.030,,,,,,,
2131,08/28/25 09:43:30 PM,-2.145,,,,,,,
2132,08/28/25 09:48:30 PM,-2.261,,,,,,,
2133,08/28/25 09:53:30 PM,-2.261,,,,,,,
2134,08/28/25 09:58:30 PM,-2.494,,,,,,,
2135,08/28/25 10:03:30 PM,-2.494,,,,,,,
2136,08/28/25 10:08:30 PM,-2.261,,,,,,,
2137,08/28/25 10:13:30 PM,-2.030,,,,,,,
2138,08/28/25 10:18:30 PM,-2.145,,,,,,,
2139,08/28/25 10:23:30 PM,-2.145,,,,,,,
2140,08/28/25 10:28:30 PM,-2.261,,,,,,,
2141,08/28/25 10:33:30 PM,-2.261,,,,,,,
2142,08/28/25 10:38:30 PM,-2.261,,,,,,,
2143,08/28/25 10:43:30 PM,-2.261,,,,,,,
2144,08/28/25 10:48:30 PM,-2.261,,,,,,,
2145,08/28/25 10:53:30 PM,-2.261,,,,,,,
2146,08/28/25 10:58:30 PM,-2.377,,,,,,,
2147,08/28/25 11:03:30 PM,-2.494,,,,,,,
2148,08/28/25 11:08:30 PM,-2.377,,,,,,,
2149,08/28/25 11:13:30 PM,-2.494,,,,,,,
2150,08/28/25 11:18:30 PM,-2.610,,,,,,,
2151,08/28/25 11:23:30 PM,-2.261,,,,,,,
2152,08/28/25 11:28:30 PM,-2.145,,,,,,,
2153,08/28/25 11:33:30 PM,-2.145,,,,,,,
2154,08/28/25 11:38:30 PM,-2.261,,,,,,,
2155,08/28/25 11:43:30 PM,-2.377,,,,,,,
2156,08/28/25 11:48:30 PM,-2.494,,,,,,,
2157,08/28/25 11:53:30 PM,-2.494,,,,,,,
2158,08/28/25 11:58:30 PM,-2.610,,,,,,,
2159,08/29/25 12:00:00 AM,,,0.0,,,,,
2160,08/29/25 12:03:30 AM,-2.727,,,,,,,
2161,08/29/25 12:08:30 AM,-2.727,,,,,,,
2162,08/29/25 12:13:30 AM,-2.610,,,,,,,
2163,08/29/25 12:18:30 AM,-2.494,,,,,,,
2164,08/29/25 12:23:30 AM,-2.261,,,,,,,
2165,08/29/25 12:28:30 AM,-2.145,,,,,,,
2166,08/29/25 12:33:30 AM,-2.261,,,,,,,
2167,08/29/25 12:38:30 AM,-2.377,,,,,,,
2168,08/29/25 12:43:30 AM,-2.377,,,,,,,
2169,08/29/25 12:48:30 AM,-2.261,,,,,,,
2170,08/29/25 12:53:30 AM,-2.377,,,,,,,
2171,08/29/25 12:58:30 AM,-2.610,,,,,,,
2172,08/29/25 01:03:30 AM,-2.610,,,,,,,
2173,08/29/25 01:08:30 AM,-2.610,,,,,,,
2174,08/29/25 01:13:30 AM,-2.727,,,,,,,
2175,08/29/25 01:18:30 AM,-2.844,,,,,,,
2176,08/29/25 01:23:30 AM,-2.962,,,,,,,
2177,08/29/25 01:28:30 AM,-2.844,,,,,,,
2178,08/29/25 01:33:30 AM,-2.727,,,,,,,
2179,08/29/25 01:38:30 AM,-2.610,,,,,,,
2180,08/29/25 01:43:30 AM,-2.610,,,,,,,
2181,08/29/25 01:48:30 AM,-2.494,,,,,,,
2182,08/29/25 01:53:30 AM,-2.377,,,,,,,
2183,08/29/25 01:58:30 AM,-2.494,,,,,,,
2184,08/29/25 02:03:30 AM,-2.610,,,,,,,
2185,08/29/25 02:08:30 AM,-2.610,,,,,,,
2186,08/29/25 02:13:30 AM,-2.494,,,,,,,
2187,08/29/25 02:18:30 AM,-2.377,,,,,,,
2188,08/29/25 02:23:30 AM,-2.261,,,,,,,
2189,08/29/25 02:28:30 AM,-2.145,,,,,,,
2190,08/29/25 02:33:30 AM,-2.145,,,,,,,
2191,08/29/25 02:38:30 AM,-2.261,,,,,,,
2192,08/29/25 02:43:30 AM,-2.494,,,,,,,
2193,08/29/25 02:48:30 AM,-2.727,,,,,,,
2194,08/29/25 02:53:30 AM,-2.844,,,,,,,
2195,08/29/25 02:58:30 AM,-2.844,,,,,,,
2196,08/29/25 03:03:30 AM,-2.727,,,,,,,
2197,08/29/25 03:08:30 AM,-2.610,,,,,,,
2198,08/29/25 03:13:30 AM,-2.727,,,,,,,
2199,08/29/25 03:18:30 AM,-2.844,,,,,,,
2200,08/29/25 03:23:30 AM,-2.844,,,,,,,
2201,08/29/25 03:28:30 AM,-2.610,,,,,,,
2202,08/29/25 03:33:30 AM,-2.727,,,,,,,
2203,08/29/25 03:38:30 AM,-2.727,,,,,,,
2204,08/29/25 03:43:30 AM,-2.610,,,,,,,
2205,08/29/25 03:48:30 AM,-2.727,,,,,,,
2206,08/29/25 03:53:30 AM,-2.844,,,,,,,
2207,08/29/25 03:58:30 AM,-2.844,,,,,,,
2208,08/29/25 04:03:30 AM,-2.844,,,,,,,
2209,08/29/25 04:08:30 AM,-2.727,,,,,,,
2210,08/29/25 04:13:30 AM,-2.727,,,,,,,
2211,08/29/25 04:18:30 AM,-2.727,,,,,,,
2212,08/29/25 04:23:30 AM,-2.844,,,,,,,
2213,08/29/25 04:28:30 AM,-2.844,,,,,,,
2214,08/29/25 04:33:30 AM,-2.844,,,,,,,
2215,08/29/25 04:38:30 AM,-2.727,,,,,,,
2216,08/29/25 04:43:30 AM,-2.727,,,,,,,
2217,08/29/25 04:48:30 AM,-2.494,,,,,,,
2218,08/29/25 04:53:30 AM,-2.377,,,,,,,
2219,08/29/25 04:58:30 AM,-2.377,,,,,,,
2220,08/29/25 05:03:30 AM,-2.377,,,,,,,
2221,08/29/25 05:08:30 AM,-2.610,,,,,,,
2222,08/29/25 05:13:30 AM,-2.844,,,,,,,
2223,08/29/25 05:18:30 AM,-2.844,,,,,,,
2224,08/29/25 05:23:30 AM,-2.962,,,,,,,
2225,08/29/25 05:28:30 AM,-3.197,,,,,,,
2226,08/29/25 05:33:30 AM,-3.316,,,,,,,
2227,08/29/25 05:38:30 AM,-3.434,,,,,,,
2228,08/29/25 05:43:30 AM,-3.434,,,,,,,
2229,08/29/25 05:48:30 AM,-3.316,,,,,,,
2230,08/29/25 05:53:30 AM,-3.316,,,,,,,
2231,08/29/25 05:58:30 AM,-3.434,,,,,,,
2232,08/29/25 06:03:30 AM,-3.434,,,,,,,
2233,08/29/25 06:08:30 AM,-3.553,,,,,,,
2234,08/29/25 06:13:30 AM,-3.553,,,,,,,
2235,08/29/25 06:18:30 AM,-3.553,,,,,,,
2236,08/29/25 06:23:30 AM,-3.434,,,,,,,
2237,08/29/25 06:28:30 AM,-3.434,,,,,,,
2238,08/29/25 06:33:30 AM,-3.316,,,,,,,
2239,08/29/25 06:38:30 AM,-3.197,,,,,,,
2240,08/29/25 06:43:30 AM,-2.727,,,,,,,
2241,08/29/25 06:48:30 AM,-1.914,,,,,,,
2242,08/29/25 06:53:30 AM,-1.001,,,,,,,
2243,08/29/25 06:58:30 AM,-0.213,,,,,,,
2244,08/29/25 07:03:30 AM,0.453,,,,,,,
2245,08/29/25 07:08:30 AM,1.112,,,,,,,
2246,08/29/25 07:13:30 AM,1.764,,,,,,,
2247,08/29/25 07:18:30 AM,2.517,,,,,,,
2248,08/29/25 07:23:30 AM,3.049,,,,,,,
2249,08/29/25 07:28:30 AM,3.155,,,,,,,
2250,08/29/25 07:33:30 AM,2.837,,,,,,,
2251,08/29/25 07:38:30 AM,2.624,,,,,,,
2252,08/29/25 07:43:30 AM,2.624,,,,,,,
2253,08/29/25 07:48:30 AM,2.624,,,,,,,
2254,08/29/25 07:53:30 AM,2.730,,,,,,,
2255,08/29/25 07:58:30 AM,3.049,,,,,,,
2256,08/29/25 08:03:30 AM,3.155,,,,,,,
2257,08/29/25 08:08:30 AM,3.367,,,,,,,
2258,08/29/25 08:13:30 AM,3.049,,,,,,,
2259,08/29/25 08:18:30 AM,2.837,,,,,,,
2260,08/29/25 08:23:30 AM,2.730,,,,,,,
2261,08/29/25 08:28:30 AM,3.049,,,,,,,
