"Título de trazado: Estacion1"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, mm (LGR S/N: 21471862, SEN S/N: 21560958)"
6090,23/03/29 11:35:42,0.00
6091,23/03/29 11:40:42,0.00
6092,23/03/29 11:45:42,0.00
6093,23/03/29 11:50:42,0.00
6094,23/03/29 11:55:42,0.00
6095,23/03/29 12:00:42,0.00
6096,23/03/29 12:05:42,0.00
6097,23/03/29 12:10:42,0.00
6098,23/03/29 12:15:42,0.00
6099,23/03/29 12:20:42,0.00
6100,23/03/29 12:25:42,0.00
6101,23/03/29 12:30:42,0.00
6102,23/03/29 12:35:42,0.00
6103,23/03/29 12:40:42,0.00
6104,23/03/29 12:45:42,0.00
6105,23/03/29 12:50:42,0.00
6106,23/03/29 12:55:42,0.00
6107,23/03/29 13:00:42,0.00
6108,23/03/29 13:05:42,0.00
6109,23/03/29 13:10:42,0.00
6110,23/03/29 13:15:42,0.00
6111,23/03/29 13:20:42,0.00
6112,23/03/29 13:25:42,0.00
6113,23/03/29 13:30:42,0.20
6114,23/03/29 13:35:42,0.60
6115,23/03/29 13:40:42,0.20
6116,23/03/29 13:45:42,0.20
6117,23/03/29 13:50:42,0.40
6118,23/03/29 13:55:42,0.60
6119,23/03/29 14:00:42,0.40
6120,23/03/29 14:05:42,1.40
6121,23/03/29 14:10:42,0.80
6122,23/03/29 14:15:42,0.20
6123,23/03/29 14:20:42,0.80
6124,23/03/29 14:25:42,0.60
6125,23/03/29 14:30:42,0.80
6126,23/03/29 14:35:42,1.20
6127,23/03/29 14:40:42,0.60
6128,23/03/29 14:45:42,0.40
6129,23/03/29 14:50:42,0.20
6130,23/03/29 14:55:42,0.00
6131,23/03/29 15:00:42,0.20
6132,23/03/29 15:05:42,0.00
6133,23/03/29 15:10:42,0.00
6134,23/03/29 15:15:42,0.00
6135,23/03/29 15:20:42,0.20
6136,23/03/29 15:25:42,0.00
6137,23/03/29 15:30:42,0.00
6138,23/03/29 15:35:42,0.00
6139,23/03/29 15:40:42,0.00
6140,23/03/29 15:45:42,0.00
6141,23/03/29 15:50:42,0.00
6142,23/03/29 15:55:42,0.00
6143,23/03/29 16:00:42,0.00
6144,23/03/29 16:05:42,0.00
6145,23/03/29 16:10:42,0.00
6146,23/03/29 16:15:42,0.00
6147,23/03/29 16:20:42,0.00
6148,23/03/29 16:25:42,0.00
6149,23/03/29 16:30:42,0.00
6150,23/03/29 16:35:42,0.00
6151,23/03/29 16:40:42,0.00
6152,23/03/29 16:45:42,0.00
6153,23/03/29 16:50:42,0.00
6154,23/03/29 16:55:42,0.00
6155,23/03/29 17:00:42,0.00
6156,23/03/29 17:05:42,0.00
6157,23/03/29 17:10:42,0.00
6158,23/03/29 17:15:42,0.00
6159,23/03/29 17:20:42,0.00
6160,23/03/29 17:25:42,0.00
6161,23/03/29 17:30:42,0.00
6162,23/03/29 17:35:42,0.00
6163,23/03/29 17:40:42,0.00
6164,23/03/29 17:45:42,0.00
6165,23/03/29 17:50:42,0.00
6166,23/03/29 17:55:42,0.00
6167,23/03/29 18:00:42,0.00
6168,23/03/29 18:05:42,0.00
6169,23/03/29 18:10:42,0.00
6170,23/03/29 18:15:42,0.00
6171,23/03/29 18:20:42,0.00
6172,23/03/29 18:25:42,0.00
6173,23/03/29 18:30:42,0.00
6174,23/03/29 18:35:42,0.00
6175,23/03/29 18:40:42,0.00
6176,23/03/29 18:45:42,0.00
6177,23/03/29 18:50:42,0.00
6178,23/03/29 18:55:42,0.00
6179,23/03/29 19:00:42,0.00
6180,23/03/29 19:05:42,0.00
6181,23/03/29 19:10:42,0.00
6182,23/03/29 19:15:42,0.00
6183,23/03/29 19:20:42,0.00
6184,23/03/29 19:25:42,0.00
6185,23/03/29 19:30:42,0.00
6186,23/03/29 19:35:42,0.00
6187,23/03/29 19:40:42,0.00
6188,23/03/29 19:45:42,0.00
6189,23/03/29 19:50:42,0.00
6190,23/03/29 19:55:42,0.00
6191,23/03/29 20:00:42,0.00
6192,23/03/29 20:05:42,0.00
6193,23/03/29 20:10:42,0.00
6194,23/03/29 20:15:42,0.00
6195,23/03/29 20:20:42,0.00
6196,23/03/29 20:25:42,0.00
6197,23/03/29 20:30:42,0.00
6198,23/03/29 20:35:42,0.00
6199,23/03/29 20:40:42,0.00
6200,23/03/29 20:45:42,0.00
6201,23/03/29 20:50:42,0.00
6202,23/03/29 20:55:42,0.00
6203,23/03/29 21:00:42,0.00
6204,23/03/29 21:05:42,0.00
6205,23/03/29 21:10:42,0.00
6206,23/03/29 21:15:42,0.00
6207,23/03/29 21:20:42,0.00
6208,23/03/29 21:25:42,0.00
6209,23/03/29 21:30:42,0.00
6210,23/03/29 21:35:42,0.00
6211,23/03/29 21:40:42,0.00
6212,23/03/29 21:45:42,0.00
6213,23/03/29 21:50:42,0.00
6214,23/03/29 21:55:42,0.00
6215,23/03/29 22:00:42,0.00
6216,23/03/29 22:05:42,0.00
6217,23/03/29 22:10:42,0.00
6218,23/03/29 22:15:42,0.00
6219,23/03/29 22:20:42,0.00
6220,23/03/29 22:25:42,0.00
6221,23/03/29 22:30:42,0.00
6222,23/03/29 22:35:42,0.00
6223,23/03/29 22:40:42,0.00
6224,23/03/29 22:45:42,0.00
6225,23/03/29 22:50:42,0.00
6226,23/03/29 22:55:42,0.00
6227,23/03/29 23:00:42,0.00
6228,23/03/29 23:05:42,0.00
6229,23/03/29 23:10:42,0.00
6230,23/03/29 23:15:42,0.00
6231,23/03/29 23:20:42,0.00
6232,23/03/29 23:25:42,0.00
6233,23/03/29 23:30:42,0.00
6234,23/03/29 23:35:42,0.00
6235,23/03/29 23:40:42,0.00
6236,23/03/29 23:45:42,0.00
6237,23/03/29 23:50:42,0.00
6238,23/03/29 23:55:42,0.00
6239,23/03/30 00:00:42,0.00
6240,23/03/30 00:05:42,0.00
6241,23/03/30 00:10:42,0.00
6242,23/03/30 00:15:42,0.00
6243,23/03/30 00:20:42,0.00
6244,23/03/30 00:25:42,0.00
6245,23/03/30 00:30:42,0.00
6246,23/03/30 00:35:42,0.00
6247,23/03/30 00:40:42,0.00
6248,23/03/30 00:45:42,0.00
6249,23/03/30 00:50:42,0.00
6250,23/03/30 00:55:42,0.00
6251,23/03/30 01:00:42,0.00
6252,23/03/30 01:05:42,0.00
6253,23/03/30 01:10:42,0.00
6254,23/03/30 01:15:42,0.00
6255,23/03/30 01:20:42,0.00
6256,23/03/30 01:25:42,0.00
6257,23/03/30 01:30:42,0.00
6258,23/03/30 01:35:42,0.00
6259,23/03/30 01:40:42,0.00
6260,23/03/30 01:45:42,0.00
6261,23/03/30 01:50:42,0.00
6262,23/03/30 01:55:42,0.00
6263,23/03/30 02:00:42,0.00
6264,23/03/30 02:05:42,0.00
6265,23/03/30 02:10:42,0.00
6266,23/03/30 02:15:42,0.00
6267,23/03/30 02:20:42,0.00
6268,23/03/30 02:25:42,0.00
6269,23/03/30 02:30:42,0.00
6270,23/03/30 02:35:42,0.00
6271,23/03/30 02:40:42,0.00
6272,23/03/30 02:45:42,0.00
6273,23/03/30 02:50:42,0.00
6274,23/03/30 02:55:42,0.00
6275,23/03/30 03:00:42,0.00
6276,23/03/30 03:05:42,0.00
6277,23/03/30 03:10:42,0.00
6278,23/03/30 03:15:42,0.00
6279,23/03/30 03:20:42,0.00
6280,23/03/30 03:25:42,0.00
6281,23/03/30 03:30:42,0.00
6282,23/03/30 03:35:42,0.00
6283,23/03/30 03:40:42,0.00
6284,23/03/30 03:45:42,0.00
6285,23/03/30 03:50:42,0.00
6286,23/03/30 03:55:42,0.00
6287,23/03/30 04:00:42,0.00
6288,23/03/30 04:05:42,0.00
6289,23/03/30 04:10:42,0.00
6290,23/03/30 04:15:42,0.00
6291,23/03/30 04:20:42,0.00
6292,23/03/30 04:25:42,0.00
6293,23/03/30 04:30:42,0.00
6294,23/03/30 04:35:42,0.00
6295,23/03/30 04:40:42,0.00
6296,23/03/30 04:45:42,0.00
6297,23/03/30 04:50:42,0.00
6298,23/03/30 04:55:42,0.00
6299,23/03/30 05:00:42,0.00
6300,23/03/30 05:05:42,0.00
6301,23/03/30 05:10:42,0.00
6302,23/03/30 05:15:42,0.00
6303,23/03/30 05:20:42,0.00
6304,23/03/30 05:25:42,0.00
6305,23/03/30 05:30:42,0.00
6306,23/03/30 05:35:42,0.00
6307,23/03/30 05:40:42,0.00
6308,23/03/30 05:45:42,0.00
6309,23/03/30 05:50:42,0.00
6310,23/03/30 05:55:42,0.00
6311,23/03/30 06:00:42,0.00
6312,23/03/30 06:05:42,0.00
6313,23/03/30 06:10:42,0.00
6314,23/03/30 06:15:42,0.00
6315,23/03/30 06:20:42,0.00
6316,23/03/30 06:25:42,0.00
6317,23/03/30 06:30:42,0.00
6318,23/03/30 06:35:42,0.00
6319,23/03/30 06:40:42,0.00
6320,23/03/30 06:45:42,0.00
6321,23/03/30 06:50:42,0.00
6322,23/03/30 06:55:42,0.00
6323,23/03/30 07:00:42,0.00
6324,23/03/30 07:05:42,0.00
6325,23/03/30 07:10:42,0.00
6326,23/03/30 07:15:42,0.00
6327,23/03/30 07:20:42,0.00
6328,23/03/30 07:25:42,0.00
6329,23/03/30 07:30:42,0.00
6330,23/03/30 07:35:42,0.00
6331,23/03/30 07:40:42,0.00
6332,23/03/30 07:45:42,0.00
6333,23/03/30 07:50:42,0.00
6334,23/03/30 07:55:42,0.00
6335,23/03/30 08:00:42,0.00
6336,23/03/30 08:05:42,0.00
6337,23/03/30 08:10:42,0.00
6338,23/03/30 08:15:42,0.00
6339,23/03/30 08:20:42,0.00
6340,23/03/30 08:25:42,0.00
6341,23/03/30 08:30:42,0.00
6342,23/03/30 08:35:42,0.00
6343,23/03/30 08:40:42,0.00
6344,23/03/30 08:45:42,0.00
6345,23/03/30 08:50:42,0.00
6346,23/03/30 08:55:42,0.00
6347,23/03/30 09:00:42,0.00
6348,23/03/30 09:05:42,0.00
6349,23/03/30 09:10:42,0.00
6350,23/03/30 09:15:42,0.00
6351,23/03/30 09:20:42,0.00
6352,23/03/30 09:25:42,0.00
6353,23/03/30 09:30:42,0.00
6354,23/03/30 09:35:42,0.00
6355,23/03/30 09:40:42,0.00
6356,23/03/30 09:45:42,0.00
6357,23/03/30 09:50:42,0.00
6358,23/03/30 09:55:42,0.00
6359,23/03/30 10:00:42,0.00
6360,23/03/30 10:05:42,0.00
6361,23/03/30 10:10:42,0.00
6362,23/03/30 10:15:42,0.00
6363,23/03/30 10:20:42,0.00
6364,23/03/30 10:25:42,0.00
6365,23/03/30 10:30:42,0.00
6366,23/03/30 10:35:42,0.00
6367,23/03/30 10:40:42,0.00
6368,23/03/30 10:45:42,0.00
6369,23/03/30 10:50:42,0.00
6370,23/03/30 10:55:42,0.00
6371,23/03/30 11:00:42,0.00
6372,23/03/30 11:05:42,0.00
6373,23/03/30 11:10:42,0.00
6374,23/03/30 11:15:42,0.00
6375,23/03/30 11:20:42,0.00
6376,23/03/30 11:25:42,0.00
6377,23/03/30 11:30:42,0.00
6378,23/03/30 11:35:42,0.00
6379,23/03/30 11:40:42,0.00
6380,23/03/30 11:45:42,0.00
6381,23/03/30 11:50:42,0.00
6382,23/03/30 11:55:42,0.00
6383,23/03/30 12:00:42,0.00
6384,23/03/30 12:05:42,0.00
6385,23/03/30 12:10:42,0.00
6386,23/03/30 12:15:42,0.00
6387,23/03/30 12:20:42,0.00
6388,23/03/30 12:25:42,0.00
6389,23/03/30 12:30:42,0.00
6390,23/03/30 12:35:42,0.00
6391,23/03/30 12:40:42,0.00
6392,23/03/30 12:45:42,0.00
6393,23/03/30 12:50:42,0.00
6394,23/03/30 12:55:42,0.00
6395,23/03/30 13:00:42,0.00
6396,23/03/30 13:05:42,0.00
6397,23/03/30 13:10:42,0.00
6398,23/03/30 13:15:42,0.00
6399,23/03/30 13:20:42,0.00
6400,23/03/30 13:25:42,0.00
6401,23/03/30 13:30:42,0.00
6402,23/03/30 13:35:42,0.00
6403,23/03/30 13:40:42,0.00
6404,23/03/30 13:45:42,0.00
6405,23/03/30 13:50:42,0.00
6406,23/03/30 13:55:42,0.00
6407,23/03/30 14:00:42,0.00
6408,23/03/30 14:05:42,0.00
6409,23/03/30 14:10:42,0.00
6410,23/03/30 14:15:42,0.00
6411,23/03/30 14:20:42,0.00
6412,23/03/30 14:25:42,0.00
6413,23/03/30 14:30:42,0.00
6414,23/03/30 14:35:42,0.00
6415,23/03/30 14:40:42,0.00
6416,23/03/30 14:45:42,0.00
6417,23/03/30 14:50:42,0.40
6418,23/03/30 14:55:42,0.00
6419,23/03/30 15:00:42,0.40
6420,23/03/30 15:05:42,0.00
6421,23/03/30 15:10:42,0.00
6422,23/03/30 15:15:42,0.00
6423,23/03/30 15:20:42,0.20
6424,23/03/30 15:25:42,0.00
6425,23/03/30 15:30:42,0.00
6426,23/03/30 15:35:42,0.00
6427,23/03/30 15:40:42,0.00
6428,23/03/30 15:45:42,0.00
6429,23/03/30 15:50:42,0.00
6430,23/03/30 15:55:42,0.00
6431,23/03/30 16:00:42,0.00
6432,23/03/30 16:05:42,0.00
6433,23/03/30 16:10:42,0.00
6434,23/03/30 16:15:42,0.00
6435,23/03/30 16:20:42,0.00
6436,23/03/30 16:25:42,0.00
6437,23/03/30 16:30:42,0.00
6438,23/03/30 16:35:42,0.00
6439,23/03/30 16:40:42,0.00
6440,23/03/30 16:45:42,0.00
6441,23/03/30 16:50:42,0.00
6442,23/03/30 16:55:42,0.00
6443,23/03/30 17:00:42,0.00
6444,23/03/30 17:05:42,0.00
6445,23/03/30 17:10:42,0.00
6446,23/03/30 17:15:42,0.00
6447,23/03/30 17:20:42,0.00
6448,23/03/30 17:25:42,0.00
6449,23/03/30 17:30:42,0.00
6450,23/03/30 17:35:42,0.00
6451,23/03/30 17:40:42,0.00
6452,23/03/30 17:45:42,0.00
6453,23/03/30 17:50:42,0.00
6454,23/03/30 17:55:42,0.00
6455,23/03/30 18:00:42,0.00
6456,23/03/30 18:05:42,0.00
6457,23/03/30 18:10:42,0.00
6458,23/03/30 18:15:42,0.00
6459,23/03/30 18:20:42,0.00
6460,23/03/30 18:25:42,0.00
6461,23/03/30 18:30:42,0.00
6462,23/03/30 18:35:42,0.00
6463,23/03/30 18:40:42,0.00
6464,23/03/30 18:45:42,0.00
6465,23/03/30 18:50:42,0.00
6466,23/03/30 18:55:42,0.00
6467,23/03/30 19:00:42,0.00
6468,23/03/30 19:05:42,0.00
6469,23/03/30 19:10:42,0.00
6470,23/03/30 19:15:42,0.00
6471,23/03/30 19:20:42,0.00
6472,23/03/30 19:25:42,0.00
6473,23/03/30 19:30:42,0.00
6474,23/03/30 19:35:42,0.00
6475,23/03/30 19:40:42,0.00
6476,23/03/30 19:45:42,0.00
6477,23/03/30 19:50:42,0.00
6478,23/03/30 19:55:42,0.00
6479,23/03/30 20:00:42,0.00
6480,23/03/30 20:05:42,0.00
6481,23/03/30 20:10:42,0.00
6482,23/03/30 20:15:42,0.00
6483,23/03/30 20:20:42,0.00
6484,23/03/30 20:25:42,0.00
6485,23/03/30 20:30:42,0.00
6486,23/03/30 20:35:42,0.00
6487,23/03/30 20:40:42,0.00
6488,23/03/30 20:45:42,0.00
6489,23/03/30 20:50:42,0.00
6490,23/03/30 20:55:42,0.00
6491,23/03/30 21:00:42,0.00
6492,23/03/30 21:05:42,0.00
6493,23/03/30 21:10:42,0.00
6494,23/03/30 21:15:42,0.00
6495,23/03/30 21:20:42,0.00
6496,23/03/30 21:25:42,0.00
6497,23/03/30 21:30:42,0.00
6498,23/03/30 21:35:42,0.00
6499,23/03/30 21:40:42,0.00
6500,23/03/30 21:45:42,0.00
6501,23/03/30 21:50:42,0.00
6502,23/03/30 21:55:42,0.00
6503,23/03/30 22:00:42,0.00
6504,23/03/30 22:05:42,0.00
6505,23/03/30 22:10:42,0.00
6506,23/03/30 22:15:42,0.00
6507,23/03/30 22:20:42,0.00
6508,23/03/30 22:25:42,0.00
6509,23/03/30 22:30:42,0.00
6510,23/03/30 22:35:42,0.00
6511,23/03/30 22:40:42,0.00
6512,23/03/30 22:45:42,0.00
6513,23/03/30 22:50:42,0.00
6514,23/03/30 22:55:42,0.00
6515,23/03/30 23:00:42,0.00
6516,23/03/30 23:05:42,0.00
6517,23/03/30 23:10:42,0.00
6518,23/03/30 23:15:42,0.00
6519,23/03/30 23:20:42,0.00
6520,23/03/30 23:25:42,0.00
6521,23/03/30 23:30:42,0.00
6522,23/03/30 23:35:42,0.00
6523,23/03/30 23:40:42,0.00
6524,23/03/30 23:45:42,0.00
6525,23/03/30 23:50:42,0.00
6526,23/03/30 23:55:42,0.00
6527,23/03/31 00:00:42,0.00
6528,23/03/31 00:05:42,0.00
6529,23/03/31 00:10:42,0.00
6530,23/03/31 00:15:42,0.00
6531,23/03/31 00:20:42,0.00
6532,23/03/31 00:25:42,0.00
6533,23/03/31 00:30:42,0.00
6534,23/03/31 00:35:42,0.00
6535,23/03/31 00:40:42,0.00
6536,23/03/31 00:45:42,0.00
6537,23/03/31 00:50:42,0.00
6538,23/03/31 00:55:42,0.00
6539,23/03/31 01:00:42,0.00
6540,23/03/31 01:05:42,0.00
6541,23/03/31 01:10:42,0.00
6542,23/03/31 01:15:42,0.00
6543,23/03/31 01:20:42,0.00
6544,23/03/31 01:25:42,0.00
6545,23/03/31 01:30:42,0.00
6546,23/03/31 01:35:42,0.00
6547,23/03/31 01:40:42,0.00
6548,23/03/31 01:45:42,0.00
6549,23/03/31 01:50:42,0.00
6550,23/03/31 01:55:42,0.00
6551,23/03/31 02:00:42,0.00
6552,23/03/31 02:05:42,0.00
6553,23/03/31 02:10:42,0.00
6554,23/03/31 02:15:42,0.00
6555,23/03/31 02:20:42,0.00
6556,23/03/31 02:25:42,0.00
6557,23/03/31 02:30:42,0.00
6558,23/03/31 02:35:42,0.00
6559,23/03/31 02:40:42,0.00
6560,23/03/31 02:45:42,0.00
6561,23/03/31 02:50:42,0.00
6562,23/03/31 02:55:42,0.00
6563,23/03/31 03:00:42,0.00
6564,23/03/31 03:05:42,0.00
6565,23/03/31 03:10:42,0.00
6566,23/03/31 03:15:42,0.00
6567,23/03/31 03:20:42,0.00
6568,23/03/31 03:25:42,0.00
6569,23/03/31 03:30:42,0.00
6570,23/03/31 03:35:42,0.00
6571,23/03/31 03:40:42,0.00
6572,23/03/31 03:45:42,0.00
6573,23/03/31 03:50:42,0.00
6574,23/03/31 03:55:42,0.00
6575,23/03/31 04:00:42,0.00
6576,23/03/31 04:05:42,0.00
6577,23/03/31 04:10:42,0.00
6578,23/03/31 04:15:42,0.00
6579,23/03/31 04:20:42,0.00
6580,23/03/31 04:25:42,0.00
6581,23/03/31 04:30:42,0.00
6582,23/03/31 04:35:42,0.00
6583,23/03/31 04:40:42,0.00
6584,23/03/31 04:45:42,0.00
6585,23/03/31 04:50:42,0.00
6586,23/03/31 04:55:42,0.00
6587,23/03/31 05:00:42,0.00
6588,23/03/31 05:05:42,0.00
6589,23/03/31 05:10:42,0.00
6590,23/03/31 05:15:42,0.00
6591,23/03/31 05:20:42,0.00
6592,23/03/31 05:25:42,0.00
6593,23/03/31 05:30:42,0.00
6594,23/03/31 05:35:42,0.00
6595,23/03/31 05:40:42,0.00
6596,23/03/31 05:45:42,0.00
6597,23/03/31 05:50:42,0.00
6598,23/03/31 05:55:42,0.00
6599,23/03/31 06:00:42,0.00
6600,23/03/31 06:05:42,0.00
6601,23/03/31 06:10:42,0.00
6602,23/03/31 06:15:42,0.00
6603,23/03/31 06:20:42,0.00
6604,23/03/31 06:25:42,0.00
6605,23/03/31 06:30:42,0.00
6606,23/03/31 06:35:42,0.00
6607,23/03/31 06:40:42,0.00
6608,23/03/31 06:45:42,0.00
6609,23/03/31 06:50:42,0.00
6610,23/03/31 06:55:42,0.00
6611,23/03/31 07:00:42,0.00
6612,23/03/31 07:05:42,0.00
6613,23/03/31 07:10:42,0.00
6614,23/03/31 07:15:42,0.00
6615,23/03/31 07:20:42,0.00
6616,23/03/31 07:25:42,0.00
6617,23/03/31 07:30:42,0.00
6618,23/03/31 07:35:42,0.00
6619,23/03/31 07:40:42,0.00
6620,23/03/31 07:45:42,0.00
6621,23/03/31 07:50:42,0.00
6622,23/03/31 07:55:42,0.00
6623,23/03/31 08:00:42,0.00
6624,23/03/31 08:05:42,0.00
6625,23/03/31 08:10:42,0.00
6626,23/03/31 08:15:42,0.00
6627,23/03/31 08:20:42,0.00
6628,23/03/31 08:25:42,0.00
6629,23/03/31 08:30:42,0.00
6630,23/03/31 08:35:42,0.00
6631,23/03/31 08:40:42,0.00
6632,23/03/31 08:45:42,0.00
6633,23/03/31 08:50:42,0.00
6634,23/03/31 08:55:42,0.00
6635,23/03/31 09:00:42,0.00
6636,23/03/31 09:05:42,0.00
6637,23/03/31 09:10:42,0.00
6638,23/03/31 09:15:42,0.00
6639,23/03/31 09:20:42,0.00
6640,23/03/31 09:25:42,0.00
6641,23/03/31 09:30:42,0.00
6642,23/03/31 09:35:42,0.00
6643,23/03/31 09:40:42,0.00
6644,23/03/31 09:45:42,0.00
6645,23/03/31 09:50:42,0.00
6646,23/03/31 09:55:42,0.00
6647,23/03/31 10:00:42,0.00
6648,23/03/31 10:05:42,0.00
6649,23/03/31 10:10:42,0.00
6650,23/03/31 10:15:42,0.00
6651,23/03/31 10:20:42,0.00
6652,23/03/31 10:25:42,0.00
6653,23/03/31 10:30:42,0.00
6654,23/03/31 10:35:42,0.00
6655,23/03/31 10:40:42,0.00
6656,23/03/31 10:45:42,0.00
6657,23/03/31 10:50:42,0.00
6658,23/03/31 10:55:42,0.00
6659,23/03/31 11:00:42,0.00
6660,23/03/31 11:05:42,0.00
6661,23/03/31 11:10:42,0.00
6662,23/03/31 11:15:42,0.00
6663,23/03/31 11:20:42,0.00
6664,23/03/31 11:25:42,0.00
6665,23/03/31 11:30:42,0.00
6666,23/03/31 11:35:42,0.00
6667,23/03/31 11:40:42,0.00
6668,23/03/31 11:45:42,0.00
6669,23/03/31 11:50:42,0.00
6670,23/03/31 11:55:42,0.00
6671,23/03/31 12:00:42,0.00
6672,23/03/31 12:05:42,0.00
6673,23/03/31 12:10:42,0.00
6674,23/03/31 12:15:42,0.00
6675,23/03/31 12:20:42,0.00
6676,23/03/31 12:25:42,0.00
6677,23/03/31 12:30:42,0.00
6678,23/03/31 12:35:42,0.00
6679,23/03/31 12:40:42,0.00
6680,23/03/31 12:45:42,0.20
6681,23/03/31 12:50:42,0.00
6682,23/03/31 12:55:42,0.00
6683,23/03/31 13:00:42,0.00
6684,23/03/31 13:05:42,0.00
6685,23/03/31 13:10:42,0.00
6686,23/03/31 13:15:42,0.00
6687,23/03/31 13:20:42,0.00
6688,23/03/31 13:25:42,0.00
6689,23/03/31 13:30:42,0.00
6690,23/03/31 13:35:42,0.00
6691,23/03/31 13:40:42,0.00
6692,23/03/31 13:45:42,0.00
6693,23/03/31 13:50:42,0.00
6694,23/03/31 13:55:42,0.00
6695,23/03/31 14:00:42,0.00
6696,23/03/31 14:05:42,0.00
6697,23/03/31 14:10:42,0.00
6698,23/03/31 14:15:42,0.00
6699,23/03/31 14:20:42,0.00
6700,23/03/31 14:25:42,0.80
6701,23/03/31 14:30:42,2.00
6702,23/03/31 14:35:42,1.40
6703,23/03/31 14:40:42,0.40
6704,23/03/31 14:45:42,0.80
6705,23/03/31 14:50:42,1.60
6706,23/03/31 14:55:42,1.00
6707,23/03/31 15:00:42,0.40
6708,23/03/31 15:05:42,0.40
6709,23/03/31 15:10:42,0.40
6710,23/03/31 15:15:42,0.40
6711,23/03/31 15:20:42,0.40
6712,23/03/31 15:25:42,0.40
6713,23/03/31 15:30:42,0.20
6714,23/03/31 15:35:42,0.20
6715,23/03/31 15:40:42,0.40
6716,23/03/31 15:45:42,0.20
6717,23/03/31 15:50:42,0.40
6718,23/03/31 15:55:42,0.40
6719,23/03/31 16:00:42,0.40
6720,23/03/31 16:05:42,0.40
6721,23/03/31 16:10:42,0.40
6722,23/03/31 16:15:42,0.20
6723,23/03/31 16:20:42,0.40
6724,23/03/31 16:25:42,0.40
6725,23/03/31 16:30:42,0.40
6726,23/03/31 16:35:42,0.20
6727,23/03/31 16:40:42,0.20
6728,23/03/31 16:45:42,0.20
6729,23/03/31 16:50:42,0.40
6730,23/03/31 16:55:42,0.20
6731,23/03/31 17:00:42,0.20
6732,23/03/31 17:05:42,0.20
6733,23/03/31 17:10:42,0.20
6734,23/03/31 17:15:42,0.20
6735,23/03/31 17:20:42,0.00
6736,23/03/31 17:25:42,0.00
6737,23/03/31 17:30:42,0.00
6738,23/03/31 17:35:42,0.00
6739,23/03/31 17:40:42,0.00
6740,23/03/31 17:45:42,0.00
6741,23/03/31 17:50:42,0.00
6742,23/03/31 17:55:42,0.00
6743,23/03/31 18:00:42,0.00
6744,23/03/31 18:05:42,0.00
6745,23/03/31 18:10:42,0.00
6746,23/03/31 18:15:42,0.00
6747,23/03/31 18:20:42,0.00
6748,23/03/31 18:25:42,0.00
6749,23/03/31 18:30:42,0.00
6750,23/03/31 18:35:42,0.00
6751,23/03/31 18:40:42,0.00
6752,23/03/31 18:45:42,0.00
6753,23/03/31 18:50:42,0.00
6754,23/03/31 18:55:42,0.00
6755,23/03/31 19:00:42,0.00
6756,23/03/31 19:05:42,0.00
6757,23/03/31 19:10:42,0.00
6758,23/03/31 19:15:42,0.00
6759,23/03/31 19:20:42,0.00
6760,23/03/31 19:25:42,0.00
6761,23/03/31 19:30:42,0.00
6762,23/03/31 19:35:42,0.00
6763,23/03/31 19:40:42,0.00
6764,23/03/31 19:45:42,0.00
6765,23/03/31 19:50:42,0.00
6766,23/03/31 19:55:42,0.00
6767,23/03/31 20:00:42,0.00
6768,23/03/31 20:05:42,0.00
6769,23/03/31 20:10:42,0.00
6770,23/03/31 20:15:42,0.00
6771,23/03/31 20:20:42,0.00
6772,23/03/31 20:25:42,0.00
6773,23/03/31 20:30:42,0.00
6774,23/03/31 20:35:42,0.00
6775,23/03/31 20:40:42,0.00
6776,23/03/31 20:45:42,0.00
6777,23/03/31 20:50:42,0.00
6778,23/03/31 20:55:42,0.00
6779,23/03/31 21:00:42,0.00
6780,23/03/31 21:05:42,0.00
6781,23/03/31 21:10:42,0.00
6782,23/03/31 21:15:42,0.00
6783,23/03/31 21:20:42,0.00
6784,23/03/31 21:25:42,0.00
6785,23/03/31 21:30:42,0.00
6786,23/03/31 21:35:42,0.00
6787,23/03/31 21:40:42,0.00
6788,23/03/31 21:45:42,0.00
6789,23/03/31 21:50:42,0.00
6790,23/03/31 21:55:42,0.00
6791,23/03/31 22:00:42,0.00
6792,23/03/31 22:05:42,0.00
6793,23/03/31 22:10:42,0.00
6794,23/03/31 22:15:42,0.00
6795,23/03/31 22:20:42,0.00
6796,23/03/31 22:25:42,0.00
6797,23/03/31 22:30:42,0.00
6798,23/03/31 22:35:42,0.00
6799,23/03/31 22:40:42,0.00
6800,23/03/31 22:45:42,0.00
6801,23/03/31 22:50:42,0.00
6802,23/03/31 22:55:42,0.00
6803,23/03/31 23:00:42,0.00
6804,23/03/31 23:05:42,0.00
6805,23/03/31 23:10:42,0.00
6806,23/03/31 23:15:42,0.00
6807,23/03/31 23:20:42,0.00
6808,23/03/31 23:25:42,0.00
6809,23/03/31 23:30:42,0.00
6810,23/03/31 23:35:42,0.00
6811,23/03/31 23:40:42,0.00
6812,23/03/31 23:45:42,0.00
6813,23/03/31 23:50:42,0.00
6814,23/03/31 23:55:42,0.00
6815,23/04/01 00:00:42,0.00
6816,23/04/01 00:05:42,0.00
6817,23/04/01 00:10:42,0.00
6818,23/04/01 00:15:42,0.00
6819,23/04/01 00:20:42,0.00
6820,23/04/01 00:25:42,0.00
6821,23/04/01 00:30:42,0.00
6822,23/04/01 00:35:42,0.00
